,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
1127,4,3,3,4,4,3,4,4,4,3,3
1128,2,2,2,2,2,2,2,2,2,2,2
1129,1,1,1,1,1,1,1,1,1,1,1
1130,2,2,3,2,2,3,3,2,3,2,2
1131,4,3,3,4,3,4,4,3,4,3,4
1132,2,3,3,2,2,3,2,2,2,2,2
1133,4,3,4,4,4,3,4,4,4,3,4
1134,4,4,4,4,4,4,4,4,4,4,4
1135,4,4,4,4,4,4,4,4,4,4,4
1136,1,1,1,1,1,1,1,1,1,1,1
1137,1,1,1,1,1,1,1,1,1,1,1
1138,3,4,3,4,3,3,3,3,3,3,3
1139,4,4,4,4,4,4,4,4,4,4,4
1140,2,2,2,2,2,2,2,2,2,2,2
1141,3,2,3,3,3,3,3,3,3,3,3
1142,4,4,4,4,4,4,4,4,4,4,4
1143,1,1,1,1,1,1,1,2,1,2,1
1144,2,3,3,2,2,2,2,2,3,2,2
1145,3,4,3,3,4,4,3,3,3,3,4
1146,2,3,2,2,2,2,2,2,2,2,2
1147,2,3,2,2,2,2,2,2,2,2,2
1148,4,4,4,4,4,4,4,4,4,4,4
1149,4,4,4,4,4,4,4,4,4,4,4
1150,3,4,3,3,2,3,3,2,2,3,2
1151,3,3,4,4,4,3,4,3,4,4,4
1152,4,4,4,4,4,4,4,4,4,4,4
1153,4,4,4,4,4,4,4,4,4,4,4
1154,3,4,3,3,3,3,3,3,3,3,3
1155,4,3,4,4,4,4,4,4,4,4,4
1156,3,3,2,3,2,3,3,3,3,3,3
1157,4,4,4,4,4,3,4,4,4,4,4
1158,4,4,4,4,4,4,4,4,4,4,4
1159,4,4,4,4,4,4,4,4,4,4,4
1160,3,3,3,3,2,3,3,3,2,3,3
1161,2,3,2,2,2,2,3,2,3,2,2
1162,4,4,4,4,4,3,4,4,4,4,3
1163,1,2,1,1,1,1,1,1,1,1,1
1164,2,3,2,3,2,3,2,2,2,2,2
1165,2,2,2,2,2,2,2,2,2,2,2
1166,4,4,4,4,4,4,4,4,4,4,4
1167,4,4,4,3,3,4,4,4,4,4,4
1168,2,2,2,2,2,2,2,2,2,2,2
1169,3,4,4,3,3,3,3,4,3,3,4
1170,3,3,2,2,3,2,3,2,2,2,2
1171,4,3,4,4,4,3,4,4,3,3,3
1172,3,3,3,3,3,3,3,2,3,2,3
1173,2,3,2,2,2,1,2,2,2,2,2
1174,4,4,4,4,4,4,4,4,4,4,4
1175,4,4,4,4,4,4,4,4,4,4,4
1176,2,1,1,2,1,2,1,2,2,1,1
1177,3,4,3,3,4,2,3,3,3,3,3
1178,3,4,4,3,3,3,3,4,3,3,3
1179,4,4,4,4,4,4,4,4,4,4,4
1180,4,4,4,4,4,3,3,4,4,4,4
1181,1,1,1,1,1,1,1,1,1,1,1
1182,2,1,1,1,2,1,1,2,2,2,2
1183,4,4,3,3,4,4,4,3,4,3,4
1184,1,1,1,1,1,1,1,1,1,1,1
1185,3,3,2,3,3,3,3,2,3,2,3
1186,3,3,4,3,3,3,4,3,3,3,4
1187,1,1,1,2,2,2,1,2,2,1,2
1188,1,1,1,1,1,1,1,1,1,1,1
1189,2,1,2,2,2,2,1,2,2,2,2
1190,3,3,3,3,3,3,3,3,3,3,3
1191,1,1,1,1,1,1,1,1,1,1,1
1192,4,4,4,4,4,4,4,4,4,4,4
1193,4,4,4,4,3,3,3,4,3,3,3
1194,1,2,2,1,1,1,1,1,1,1,1
1195,2,2,3,2,2,2,3,2,2,2,2
1196,1,1,1,1,1,1,1,1,1,1,1
1197,3,3,3,3,4,4,3,3,3,3,4
1198,4,4,4,4,4,4,4,4,4,4,4
1199,1,1,1,1,1,1,1,1,1,1,1
1200,1,1,2,1,1,1,2,1,1,2,1
1201,3,2,3,3,3,3,2,3,3,2,2
1202,2,2,2,2,2,2,2,2,2,2,2
1203,2,2,2,2,2,2,2,2,2,3,2
1204,1,1,2,1,1,1,1,1,1,1,1
1205,4,3,3,3,3,4,3,3,3,3,4
1206,3,2,3,2,2,3,3,2,3,2,3
1207,2,2,3,2,2,2,2,2,2,2,2
1208,4,3,4,4,4,4,4,4,4,4,4
1209,1,1,1,1,1,1,1,1,1,1,1
1210,1,1,1,1,1,1,1,1,1,1,1
1211,3,4,4,3,3,3,3,4,3,3,3
1212,4,4,4,4,4,4,4,4,4,4,4
1213,2,2,2,2,2,2,3,3,3,2,2
1214,3,3,3,4,3,3,3,3,3,4,3
1215,4,4,4,4,4,4,4,4,4,4,4
1216,4,4,4,4,4,4,4,4,4,4,4
1217,3,2,2,2,3,3,2,2,3,3,3
1218,3,2,3,3,3,2,3,3,3,3,3
1219,1,1,1,1,1,1,1,1,1,1,1
1220,1,2,2,1,1,1,1,1,1,1,1
1221,3,1,2,3,3,3,2,3,3,3,3
1222,4,4,4,4,4,4,4,4,4,4,4
1223,1,1,1,1,1,1,1,2,1,2,1
1224,3,3,2,3,3,3,3,3,3,3,3
1225,1,1,1,1,1,1,1,1,1,1,1
1226,1,1,1,1,1,1,1,1,1,1,1
1227,1,2,2,1,1,2,1,1,1,1,1
1228,3,2,2,2,3,3,3,3,3,2,3
1229,3,3,3,3,3,3,3,3,3,2,3
1230,4,4,4,4,4,4,4,4,4,4,4
1231,4,4,4,4,3,4,4,4,4,4,4
1232,2,2,3,2,2,2,2,2,2,2,2
1233,2,2,2,2,2,2,3,3,2,2,2
1234,1,2,2,1,1,1,1,2,1,1,1
1235,1,1,1,1,1,1,1,1,1,1,1
1236,3,4,3,3,3,4,3,3,3,3,4
1237,2,3,3,2,1,3,2,1,2,2,2
1238,3,4,3,3,3,3,3,3,3,3,3
1239,3,3,2,3,2,3,2,2,3,2,3
1240,3,3,3,2,3,3,3,3,3,3,3
1241,2,2,3,2,2,3,2,2,2,2,2
1242,1,1,1,1,1,1,1,1,1,1,1
1243,4,4,4,4,3,3,4,4,4,4,4
1244,3,2,2,3,3,3,3,3,3,3,3
1245,3,4,2,3,3,3,3,3,3,3,3
1246,4,4,4,4,4,4,4,4,4,4,4
1247,2,2,2,2,1,1,2,1,2,2,1
1248,1,1,1,1,1,1,1,1,1,1,1
1249,1,1,1,1,1,1,1,1,1,1,1
1250,1,1,1,1,1,1,1,1,1,1,1
1251,3,4,4,3,3,3,4,3,3,4,3
1252,4,3,4,4,4,4,4,4,4,4,4
1253,4,4,3,4,3,4,3,3,4,3,3
1254,2,1,1,2,1,1,2,1,1,2,2
1255,2,2,1,2,2,2,2,2,2,1,2
1256,2,2,2,2,2,2,2,2,2,3,2
1257,3,4,4,3,3,3,3,3,4,3,3
1258,2,2,2,2,2,2,2,2,2,2,1
1259,2,2,3,2,3,2,2,2,2,2,2
1260,1,1,1,1,1,1,1,1,1,1,1
1261,2,2,2,2,2,2,3,3,2,2,3
1262,1,2,2,1,1,1,1,1,1,2,1
1263,3,4,4,3,3,3,2,3,3,3,2
1264,4,4,4,4,4,4,4,4,4,4,4
1265,4,4,4,4,4,4,4,4,4,4,4
1266,1,1,1,1,1,1,1,1,1,1,1
1267,3,4,3,3,3,2,4,3,3,3,3
1268,4,4,3,4,3,3,3,4,4,4,4
1269,2,3,3,2,2,2,2,2,1,2,2
1270,3,3,4,3,3,2,3,3,3,3,3
1271,2,1,1,1,1,1,2,1,1,2,1
1272,4,4,3,3,3,3,4,3,4,4,4
1273,1,2,1,1,1,1,1,1,1,1,1
1274,4,3,4,4,3,4,3,4,4,3,4
1275,1,1,1,1,1,1,1,1,1,1,1
1276,1,1,1,1,1,1,1,1,1,1,1
1277,3,3,4,4,3,3,4,3,3,3,3
1278,1,1,2,1,1,1,1,1,1,1,1
1279,2,2,2,2,3,2,2,2,2,3,2
1280,2,1,2,1,2,2,1,1,2,2,1
1281,3,2,3,2,2,3,3,2,2,3,3
1282,3,4,4,3,3,3,4,3,3,3,3
1283,4,3,4,4,4,4,4,4,4,4,4
1284,4,3,4,4,3,4,3,3,4,3,4
1285,2,2,2,2,2,2,2,2,2,2,2
1286,2,2,2,2,2,2,2,1,2,2,2
1287,4,3,4,4,4,3,4,4,4,3,4
1288,1,1,1,1,1,1,1,1,1,1,1
1289,4,4,4,4,4,4,4,4,4,4,4
1290,3,3,3,3,3,2,3,3,3,3,2
1291,3,2,4,3,3,3,3,3,3,4,3
1292,3,4,4,4,4,4,3,4,4,4,4
1293,1,1,1,1,1,1,1,1,1,1,1
1294,1,1,1,1,1,1,1,1,1,1,1
1295,2,3,2,2,2,2,2,2,2,3,2
1296,1,2,2,1,1,2,1,2,1,2,1
1297,1,1,1,1,1,1,1,1,1,1,1
1298,4,4,4,4,4,4,4,4,4,4,4
1299,4,3,3,4,4,4,3,4,4,4,4
1300,1,1,1,1,1,1,1,1,1,1,1
1301,3,2,3,3,4,4,3,3,4,3,3
1302,4,4,4,4,4,4,4,4,4,4,4
1303,3,3,4,3,4,4,4,3,4,3,4
1304,3,3,3,3,3,3,3,3,3,3,3
1305,1,1,1,1,1,1,1,1,1,1,1
1306,4,4,4,4,4,4,4,4,4,4,4
1307,1,1,1,1,1,1,1,1,1,1,1
1308,3,3,3,2,3,3,3,3,3,3,2
1309,2,3,2,2,2,2,2,2,2,2,2
1310,1,1,1,2,2,1,1,1,1,2,1
1311,1,1,1,1,1,1,1,1,1,1,1
1312,1,1,1,1,1,1,1,1,1,1,1
1313,1,1,1,1,1,1,1,1,1,1,1
1314,1,1,1,1,1,1,1,1,1,1,1
1315,1,2,1,1,1,1,1,1,1,1,1
1316,4,4,3,4,4,3,4,4,4,4,4
1317,3,2,3,3,3,2,3,3,2,3,2
1318,2,2,2,3,2,3,2,2,3,2,3
1319,1,1,1,1,1,1,1,1,1,1,1
1320,2,3,2,2,2,3,2,2,2,2,2
1321,3,2,3,3,3,4,3,4,3,3,4
1322,2,3,2,3,3,2,3,3,3,2,2
1323,2,3,2,2,2,2,3,2,2,2,2
1324,4,4,3,4,4,4,4,4,4,4,4
1325,2,1,2,2,2,3,2,2,2,2,2
1326,2,3,3,2,3,2,2,2,2,2,3
1327,4,3,3,3,3,4,4,4,3,4,3
1328,3,4,3,3,3,3,3,3,3,3,3
1329,2,2,2,3,3,2,3,3,3,2,2
1330,3,2,3,4,4,3,3,3,4,4,3
1331,1,1,1,1,1,1,1,1,2,1,1
1332,1,2,1,2,1,2,1,1,2,1,2
1333,1,1,1,1,1,1,1,1,1,1,1
1334,4,4,4,4,4,4,4,4,4,4,4
1335,2,2,2,2,2,1,2,2,2,2,2
1336,2,2,2,2,2,2,2,2,3,2,2
1337,2,2,2,2,2,3,2,2,2,3,2
1338,1,1,1,1,1,1,1,1,1,1,1
1339,2,2,2,2,2,2,2,2,2,2,2
1340,4,4,4,4,4,4,4,4,4,4,4
1341,2,2,3,2,2,2,2,2,2,2,2
1342,2,4,2,2,2,2,2,2,2,2,2
1343,1,1,1,1,1,1,1,1,1,1,1
1344,4,4,4,4,4,4,4,4,4,4,4
1345,1,1,1,1,1,1,1,1,1,1,1
1346,1,2,2,1,1,1,1,1,1,1,1
1347,4,4,3,4,4,3,4,3,3,4,3
1348,4,4,3,4,4,4,4,3,3,4,4
1349,1,1,1,1,1,1,1,1,1,1,1
1350,2,2,3,2,2,2,2,2,2,2,2
1351,3,3,3,3,3,3,3,3,3,3,3
1352,3,2,3,3,3,3,3,3,3,3,3
1353,3,3,2,3,2,3,3,2,3,3,2
1354,4,4,3,4,4,4,4,4,4,4,4
1355,1,1,1,1,1,1,1,1,1,1,1
1356,4,4,4,4,4,4,4,4,4,4,3
1357,1,1,1,1,1,1,1,1,1,1,1
1358,4,4,4,4,4,4,4,4,4,4,4
1359,2,2,2,2,2,2,3,2,2,2,3
1360,4,4,4,4,4,4,4,4,4,4,4
1361,3,3,2,3,3,3,3,3,3,3,3
1362,2,3,2,2,2,2,2,2,2,2,2
1363,2,3,3,2,2,3,2,2,2,3,3
1364,2,2,1,2,2,2,2,2,2,2,2
1365,2,2,2,3,3,3,2,3,3,3,3
1366,3,4,4,3,3,2,4,3,3,3,2
1367,3,2,2,3,3,2,2,3,2,2,2
1368,1,1,1,1,1,1,1,1,1,1,1
1369,2,3,3,2,2,1,2,2,2,2,2
1370,3,3,3,3,3,3,4,3,3,3,3
1371,4,4,4,4,4,4,4,4,4,4,4
1372,1,1,1,1,1,1,1,1,1,1,1
1373,1,1,1,2,1,1,1,1,1,2,1
1374,4,4,4,4,4,4,4,4,4,4,4
1375,1,2,1,1,1,1,2,1,1,1,1
1376,4,4,4,4,4,3,4,4,4,4,4
1377,1,1,1,1,2,2,2,1,1,1,2
1378,1,1,1,1,1,1,1,1,1,1,1
1379,4,4,4,4,4,4,4,4,4,4,4
1380,1,1,1,1,1,1,1,1,1,1,1
1381,2,1,1,2,2,2,1,2,1,1,1
1382,1,1,1,1,1,1,1,1,1,1,1
1383,3,4,4,3,3,4,3,3,4,3,3
1384,2,2,1,2,2,2,2,2,1,2,2
1385,4,4,4,4,4,4,4,4,4,4,4
1386,4,4,4,4,4,4,4,4,4,4,4
1387,1,1,1,1,1,1,1,1,1,1,1
1388,3,3,3,3,3,3,4,3,3,4,3
1389,2,1,2,1,2,2,2,2,2,2,2
1390,1,1,1,1,1,1,1,1,1,1,1
1391,2,2,3,2,2,2,3,2,2,3,2
1392,3,4,3,3,3,3,3,4,3,3,4
1393,2,4,3,3,2,2,2,3,3,3,2
1394,1,1,1,1,1,1,1,1,1,1,1
1395,3,4,4,3,4,3,4,4,4,4,3
1396,2,2,2,2,2,1,1,2,1,2,1
1397,1,1,1,1,1,1,1,1,1,1,1
1398,3,2,3,3,3,2,3,3,2,3,3
1399,4,4,4,4,4,4,4,4,4,4,4
1400,1,1,2,2,1,1,2,2,2,2,1
1401,2,2,3,2,3,3,2,2,2,2,3
1402,4,3,4,4,3,3,4,4,4,4,3
1403,2,2,2,2,2,2,2,2,1,2,2
1404,3,3,3,3,3,3,3,3,3,3,3
1405,1,1,1,1,1,1,1,1,1,1,1
1406,4,3,4,4,4,4,4,4,4,4,4
1407,1,1,1,1,1,1,1,1,1,1,1
1408,3,2,2,2,3,3,2,3,3,3,3
1409,2,2,2,2,2,2,2,1,2,2,1
1410,3,3,3,2,2,3,3,3,2,3,2
1411,1,1,1,1,1,1,1,1,1,1,1
1412,2,3,2,3,3,2,3,3,3,3,2
1413,4,4,4,4,4,4,4,4,4,4,4
1414,3,3,3,3,2,2,3,2,3,3,2
1415,3,3,4,3,3,4,3,3,3,3,4
1416,1,1,2,2,1,2,1,1,2,1,1
1417,4,3,3,4,4,4,4,4,4,4,4
1418,4,4,3,4,4,4,4,4,4,4,3
1419,2,3,2,2,2,2,2,2,2,2,2
1420,2,3,3,2,2,3,3,3,3,2,3
1421,3,3,4,3,3,3,3,3,4,3,3
1422,4,4,4,4,4,4,4,4,4,4,4
1423,4,3,4,4,4,4,4,4,4,4,4
1424,3,3,3,3,2,3,3,2,2,3,3
1425,2,2,2,2,2,2,3,2,2,2,2
1426,3,3,3,3,3,3,3,3,3,3,2
1427,3,4,3,3,3,3,3,4,3,3,3
1428,1,1,2,1,1,1,1,1,1,1,1
1429,2,3,2,3,2,2,2,3,2,2,2
1430,2,3,3,3,2,2,2,2,2,2,2
1431,1,1,1,1,1,1,1,1,1,1,1
1432,2,2,3,2,2,2,2,2,3,2,2
1433,2,2,2,2,2,1,2,2,2,2,2
1434,4,4,4,4,4,4,4,4,4,4,4
1435,3,2,3,3,3,3,3,3,3,3,3
1436,2,3,2,3,2,3,2,2,2,2,2
1437,2,2,2,2,2,2,2,2,2,2,2
1438,1,1,1,1,1,1,1,1,1,1,1
1439,4,4,4,3,3,4,4,4,4,3,3
1440,3,1,3,3,3,3,3,3,3,3,3
1441,4,4,4,4,4,4,4,4,4,4,4
1442,2,2,2,2,2,2,2,2,3,2,2
1443,2,2,2,2,2,2,2,2,3,3,2
1444,4,4,4,4,4,4,4,4,4,4,4
1445,3,3,2,3,3,3,2,3,2,3,3
1446,4,3,4,4,4,4,4,4,4,4,4
1447,3,2,2,3,3,3,3,3,3,3,3
1448,2,2,1,2,2,2,2,2,2,2,2
1449,4,4,4,4,4,4,4,3,4,4,4
1450,3,3,3,3,3,3,3,3,3,3,2
1451,3,3,3,4,3,3,3,3,3,3,4
1452,3,2,2,3,3,2,3,2,3,2,3
1453,4,4,4,4,3,4,4,4,3,4,4
1454,1,1,1,1,1,1,1,1,1,1,1
1455,2,3,3,2,2,1,2,2,2,2,2
1456,3,3,3,3,4,3,3,3,3,2,3
1457,1,2,2,1,1,1,1,1,1,1,1
1458,4,4,3,4,4,4,4,4,4,4,4
1459,4,3,3,4,4,4,4,4,4,3,4
1460,1,2,1,1,1,1,1,1,1,1,1
1461,3,4,4,4,3,3,3,3,4,3,3
1462,1,1,1,2,1,1,1,2,1,1,2
1463,2,1,2,2,2,2,2,2,2,2,2
1464,4,4,4,3,4,3,4,3,3,3,3
1465,4,4,4,4,4,4,4,4,4,4,4
1466,4,4,4,4,4,4,4,4,4,3,4
1467,4,4,4,4,4,4,4,4,3,4,4
1468,3,2,2,2,2,3,2,3,3,2,3
1469,1,2,2,2,2,1,2,2,1,1,2
1470,3,3,3,3,3,4,3,3,3,3,3
1471,4,4,4,3,4,4,4,3,4,4,3
1472,2,2,2,2,2,2,2,2,1,2,2
1473,3,4,3,3,3,3,3,3,3,3,3
1474,1,1,2,1,1,1,1,1,1,1,1
1475,2,1,2,2,2,2,2,2,1,2,2
1476,3,3,3,3,3,3,3,2,3,3,3
1477,4,3,4,4,4,4,4,4,4,4,4
1478,2,2,2,2,2,1,2,1,1,2,2
1479,3,3,3,3,3,3,2,3,3,4,3
1480,4,4,4,4,4,4,3,4,4,4,4
1481,4,4,3,4,4,4,4,4,4,4,4
1482,1,1,1,2,2,2,1,2,1,1,1
1483,3,4,3,3,3,3,3,3,3,3,3
1484,2,2,1,2,2,2,2,2,2,1,2
1485,4,4,4,4,4,4,4,4,4,4,4
1486,4,4,4,4,3,4,4,4,4,4,4
1487,4,4,4,4,3,3,4,3,4,4,4
1488,4,4,4,4,4,4,4,4,4,4,4
1489,1,1,2,2,2,1,1,2,1,1,1
1490,3,3,3,3,3,2,2,2,3,2,3
1491,4,4,4,4,4,4,4,4,4,4,4
1492,3,3,4,3,3,3,3,3,3,3,3
1493,3,3,3,3,3,3,3,3,3,3,3
1494,1,1,1,1,1,1,1,1,1,1,1
1495,4,3,4,4,4,4,4,4,4,4,4
1496,1,1,1,1,1,1,1,1,1,1,1
1497,2,1,3,2,3,3,2,2,2,3,2
1498,4,4,3,4,4,4,4,4,4,4,4
1499,2,2,2,3,2,2,2,2,2,2,2
1500,3,4,3,3,3,3,2,3,3,3,3
1501,3,3,3,3,3,4,3,3,3,3,3
1502,3,3,2,3,3,4,3,4,3,3,3
1503,4,4,4,4,4,4,4,4,4,4,4
1504,4,4,4,4,4,4,3,4,4,4,4
1505,2,3,3,2,2,2,2,2,2,2,2
1506,1,1,1,1,1,1,1,1,1,1,1
1507,3,3,3,4,3,3,3,3,3,3,3
1508,1,1,1,1,1,2,1,1,2,2,2
1509,3,3,3,3,4,3,4,3,3,3,3
1510,3,3,2,3,3,3,3,3,3,3,3
1511,2,2,2,2,2,2,2,2,2,2,2
1512,1,2,1,1,1,1,1,1,1,1,1
1513,4,4,4,4,4,4,4,4,4,4,4
1514,2,2,2,2,2,2,2,2,3,2,3
1515,4,4,4,4,4,4,4,4,4,4,4
1516,2,3,2,2,2,2,2,2,2,2,2
1517,3,3,3,4,4,3,3,3,3,3,3
1518,2,1,2,3,3,2,2,3,3,2,2
1519,1,2,1,1,2,1,1,2,1,1,1
1520,4,3,4,4,3,4,3,3,3,3,3
1521,4,3,4,4,4,4,4,4,4,4,4
1522,4,4,4,4,4,4,4,4,4,4,4
1523,4,3,4,4,4,3,3,4,3,3,3
1524,3,4,4,4,4,4,4,3,4,4,4
1525,3,4,4,3,4,3,4,4,4,4,3
1526,2,2,1,1,2,2,2,2,1,2,2
1527,4,2,4,4,3,4,4,4,3,3,4
1528,3,2,3,3,2,2,3,3,3,3,3
1529,3,1,3,3,3,3,2,3,3,3,3
1530,4,4,4,4,4,4,4,4,4,4,4
1531,4,4,4,4,3,3,4,3,3,4,4
1532,3,3,4,3,3,4,3,4,4,3,3
1533,4,4,4,3,4,4,4,4,4,4,4
1534,4,3,3,3,4,3,4,3,3,4,3
1535,4,4,4,4,4,4,4,4,4,4,4
1536,4,4,4,4,4,4,4,4,4,4,4
1537,1,2,1,1,1,1,1,1,1,1,1
1538,2,2,3,2,2,2,2,3,2,2,2
1539,2,4,3,2,2,2,2,2,2,2,2
1540,4,4,4,4,4,4,4,4,4,4,4
1541,3,3,4,3,4,3,3,3,3,3,3
1542,1,3,2,2,1,1,1,1,2,2,1
1543,2,2,3,3,3,1,2,3,2,2,2
1544,4,4,4,4,4,4,4,4,4,4,4
1545,4,4,4,4,4,4,4,4,4,4,4
1546,3,4,4,3,3,2,3,3,3,3,3
1547,1,1,1,1,1,1,1,1,1,1,1
1548,4,4,4,4,4,4,4,4,4,4,4
1549,2,4,3,3,3,3,3,3,2,3,3
1550,4,4,4,3,4,4,4,4,4,4,4
1551,3,3,4,3,3,3,3,3,3,3,3
1552,3,4,3,3,3,2,3,3,3,3,3
1553,2,2,2,2,2,2,2,2,2,2,2
1554,2,3,2,2,1,2,2,2,1,1,2
1555,4,4,4,4,4,4,4,4,4,4,4
1556,1,1,1,1,1,1,1,1,1,1,1
1557,2,2,2,1,1,2,1,1,1,1,1
1558,4,4,4,4,4,4,4,4,4,4,4
1559,1,1,1,1,1,1,1,1,1,1,1
1560,3,2,3,3,3,3,3,3,3,3,3
1561,1,1,1,1,1,1,1,1,1,1,1
1562,3,3,3,3,2,2,2,3,2,3,3
1563,2,3,2,3,2,3,2,3,3,2,2
1564,3,3,3,3,2,3,2,3,3,2,3
1565,1,2,1,1,1,1,1,2,1,1,1
1566,2,3,2,2,3,2,2,3,2,3,2
1567,1,1,1,1,1,1,2,1,1,1,1
1568,2,2,3,2,2,2,2,3,3,3,2
1569,2,1,2,3,3,3,2,2,2,2,2
1570,2,3,2,2,2,3,2,2,2,3,3
1571,4,3,4,4,4,4,4,4,4,4,4
1572,3,3,2,3,3,4,2,3,3,3,3
1573,1,1,1,1,1,1,1,1,1,1,1
1574,3,3,2,3,3,3,4,3,4,3,3
1575,2,3,3,2,2,3,2,2,2,2,2
1576,1,1,1,1,1,1,1,1,1,1,1
1577,3,4,4,3,4,4,3,3,3,3,3
1578,4,4,4,4,4,4,4,4,4,4,4
1579,2,2,2,2,1,2,2,1,2,2,2
1580,4,3,4,4,4,4,4,4,4,4,4
1581,4,2,3,3,4,4,4,4,4,4,4
1582,3,3,4,4,3,3,3,3,3,3,3
1583,4,3,3,4,4,4,4,4,4,4,4
1584,3,2,2,3,3,3,3,3,3,3,3
1585,3,4,3,3,3,4,3,3,3,3,3
1586,3,3,3,3,3,4,3,3,3,3,4
1587,2,2,2,2,2,2,2,2,2,2,2
1588,1,1,1,1,1,1,1,1,1,1,1
1589,4,4,3,4,4,4,4,4,4,3,4
1590,4,4,4,4,4,4,4,4,4,4,4
1591,4,3,3,4,3,4,4,3,4,4,4
1592,4,4,4,4,4,4,4,4,4,4,4
1593,3,2,3,3,4,4,3,3,3,4,3
1594,4,4,4,4,4,4,4,4,4,4,4
1595,2,2,2,1,2,2,2,2,2,2,2
1596,3,2,3,3,4,3,3,3,3,2,3
1597,4,3,4,4,4,4,4,4,4,4,3
1598,3,3,3,4,4,3,3,4,3,3,4
1599,1,1,1,1,1,1,1,1,1,1,1
1600,4,4,4,4,3,3,3,3,4,4,4
1601,3,4,4,3,4,3,4,3,3,4,3
1602,4,4,4,4,4,4,4,4,4,4,4
1603,4,4,4,4,4,4,4,4,4,4,4
1604,4,4,4,4,4,4,4,3,3,3,4
1605,2,2,2,3,2,2,3,2,2,2,3
1606,2,2,2,2,2,2,2,3,2,2,2
1607,3,2,2,2,3,3,2,3,3,3,3
1608,3,2,3,3,3,2,3,2,2,3,3
1609,3,3,3,3,3,3,3,3,3,3,3
1610,3,3,3,2,3,3,3,3,3,3,3
1611,4,4,4,4,4,4,4,4,4,4,4
1612,4,4,3,4,4,4,4,4,4,4,4
1613,1,1,1,1,1,1,1,1,1,1,1
1614,4,4,3,3,4,4,4,3,4,4,4
1615,4,4,4,4,4,3,4,4,4,4,4
1616,3,3,4,3,3,3,2,3,3,2,4
1617,4,4,4,4,4,4,4,4,4,4,4
1618,3,3,4,4,3,4,3,4,3,3,4
1619,4,4,4,4,4,4,4,4,4,4,4
1620,2,1,2,2,2,2,2,3,2,2,2
1621,3,3,4,3,3,3,3,3,3,3,3
1622,3,3,3,3,3,3,3,3,3,3,3
1623,1,1,1,1,1,1,1,1,1,1,1
1624,2,2,2,2,2,2,3,2,2,3,2
1625,2,2,2,1,1,2,2,2,2,2,2
1626,3,2,2,3,2,3,2,3,2,2,3
1627,3,3,3,3,3,3,3,3,3,3,3
1628,4,4,4,4,4,4,4,4,4,4,4
1629,2,2,2,2,2,1,1,2,2,2,2
1630,2,2,2,2,2,2,1,2,2,2,2
1631,1,1,1,1,1,1,1,1,1,1,1
1632,4,4,4,4,4,4,4,4,4,4,4
1633,3,4,3,3,3,2,3,3,3,3,2
1634,3,4,4,4,4,3,4,4,4,4,4
1635,3,2,3,2,2,3,3,2,3,2,3
1636,1,1,1,1,1,1,1,1,1,1,1
1637,1,1,1,1,1,1,1,1,1,1,1
1638,2,2,2,2,3,2,3,2,3,2,2
1639,1,1,1,1,1,1,1,1,1,1,1
1640,3,4,4,3,3,3,3,3,3,3,3
1641,1,1,1,1,1,1,1,1,1,1,1
1642,3,4,3,3,2,2,3,3,3,3,2
1643,2,1,2,1,2,1,2,2,2,2,2
1644,3,2,2,3,3,3,3,4,4,3,3
1645,3,2,3,3,3,2,2,3,3,2,3
1646,3,3,3,3,3,3,3,3,3,3,3
1647,1,1,1,1,1,1,1,1,1,1,1
1648,3,3,3,3,3,3,3,3,3,3,3
1649,3,1,3,2,3,2,2,3,3,3,3
1650,1,1,1,1,1,1,1,1,1,1,1
1651,3,3,3,3,2,3,4,2,3,4,4
1652,2,3,2,2,3,2,2,3,2,2,3
1653,4,4,4,4,4,4,4,4,4,4,4
1654,4,3,3,4,4,4,4,4,4,4,4
1655,2,2,1,2,2,2,2,2,2,2,2
1656,3,3,3,3,2,3,2,2,3,3,3
1657,2,2,2,2,2,2,2,2,2,2,2
1658,1,1,1,1,1,1,1,1,1,1,1
1659,1,1,1,1,1,1,1,1,1,1,1
1660,4,4,3,3,4,4,3,4,3,3,3
1661,2,2,2,1,2,1,2,2,1,2,2
1662,3,3,3,2,3,3,3,3,3,2,2
1663,1,1,1,2,1,1,1,1,2,1,1
1664,4,4,4,4,4,4,4,4,4,4,4
1665,2,2,3,3,2,2,2,2,2,2,2
1666,4,4,3,4,4,3,3,4,4,4,4
1667,2,2,2,3,2,2,2,2,2,2,2
1668,3,3,3,2,3,2,3,2,2,3,2
1669,2,2,1,2,2,2,2,2,2,1,2
1670,4,4,4,4,4,4,4,4,4,4,4
1671,1,2,2,1,1,2,1,1,1,1,1
1672,3,2,2,3,2,2,3,2,2,2,3
1673,4,4,4,4,4,4,4,4,4,4,4
1674,1,1,1,1,1,1,1,1,1,1,1
1675,4,4,4,4,4,4,4,4,4,4,4
1676,2,1,1,2,2,1,2,2,2,2,2
1677,1,1,1,1,1,1,1,1,1,1,1
1678,2,3,3,3,2,3,2,2,2,3,3
1679,1,1,1,1,1,1,1,1,1,1,1
1680,2,2,2,2,2,3,2,3,2,2,2
1681,3,3,3,4,4,3,4,3,3,3,3
1682,2,2,1,2,2,2,2,1,1,2,2
