,PVMATH,PVREAD,PVSCIE,PVMCCR,PVMCQN,PVMCSS,PVMCUD,PVMPEM,PVMPFS,PVMPIN,PVMPRE
3907,2,1,2,2,2,2,2,2,2,2,2
3908,4,3,4,4,4,4,4,4,4,4,4
3909,1,3,2,1,2,2,2,2,1,2,1
3910,3,3,4,3,3,3,3,3,3,3,2
3911,3,4,3,3,3,4,3,4,3,3,3
3912,4,4,3,4,4,4,4,4,4,4,4
3913,1,1,1,1,1,1,1,1,1,1,1
3914,1,1,1,1,1,1,1,1,1,1,1
3915,4,4,4,4,4,4,4,4,4,4,4
3916,3,3,3,3,3,3,3,3,3,3,3
3917,2,3,2,2,2,2,2,2,2,2,2
3918,2,1,1,2,2,2,2,2,2,2,2
3919,4,3,4,4,4,3,4,3,4,4,4
3920,1,1,2,2,2,1,2,1,1,1,1
3921,1,1,1,1,1,2,1,1,1,1,1
3922,3,3,3,3,3,3,2,3,3,3,3
3923,3,2,3,3,3,3,3,3,3,3,3
3924,2,2,2,2,2,2,3,2,2,3,2
3925,3,2,3,3,3,3,3,3,3,3,3
3926,2,3,3,2,2,2,2,2,2,2,2
3927,2,2,1,2,1,2,1,1,2,2,1
3928,1,1,2,1,1,2,1,2,1,1,1
3929,1,1,1,1,1,1,1,1,1,1,1
3930,2,3,3,2,2,2,2,2,2,2,2
3931,3,2,2,2,2,3,2,3,3,3,3
3932,1,1,1,1,1,1,1,1,1,1,1
3933,3,3,3,2,3,2,3,3,3,4,2
3934,1,1,1,1,1,1,1,1,1,1,1
3935,4,4,4,4,4,4,4,4,4,4,4
3936,4,2,4,4,4,4,4,4,4,4,4
3937,2,3,3,3,3,2,2,2,3,3,2
3938,1,4,2,2,1,1,1,1,1,2,1
3939,4,4,4,4,4,4,4,4,4,4,4
3940,1,1,1,1,1,1,1,1,1,1,1
3941,2,1,2,2,2,2,2,2,2,2,2
3942,3,4,4,3,4,3,4,3,3,3,3
3943,2,2,3,2,2,2,2,2,2,3,3
3944,4,3,4,4,4,4,4,4,4,4,4
3945,2,2,2,2,3,2,2,2,2,2,2
3946,3,3,3,3,3,3,3,4,3,4,3
3947,4,4,4,4,4,4,4,4,4,4,4
3948,1,1,1,1,1,1,1,1,1,1,1
3949,4,4,4,4,4,4,4,4,4,4,4
3950,4,4,4,4,4,3,4,4,4,4,4
3951,3,3,2,3,2,3,3,3,3,3,3
3952,1,1,1,1,1,1,1,1,1,1,1
3953,3,3,2,3,3,3,2,3,3,3,2
3954,2,4,2,2,2,3,2,3,2,2,3
3955,1,1,1,1,1,1,1,1,1,1,1
3956,1,2,2,1,1,2,2,1,2,1,1
3957,4,3,3,4,4,4,4,4,4,4,4
3958,2,3,2,3,2,3,2,2,3,2,3
3959,1,1,2,1,1,1,1,1,1,1,1
3960,4,4,4,4,4,4,4,4,4,4,4
3961,3,4,4,3,3,3,3,3,2,3,3
3962,2,2,3,2,2,2,2,2,2,2,2
3963,4,4,4,4,4,4,4,4,4,4,4
3964,2,2,3,3,2,2,2,2,2,2,3
3965,2,3,2,2,2,2,1,2,2,2,1
3966,2,3,2,2,2,2,2,2,2,2,2
3967,3,3,3,2,3,2,3,3,2,2,3
3968,4,2,3,4,4,4,3,4,4,3,3
3969,2,3,2,3,2,2,3,3,3,3,3
3970,4,4,4,4,4,4,4,4,4,4,4
3971,3,2,3,3,3,3,3,3,4,3,3
3972,4,4,4,4,4,4,4,4,4,4,4
3973,2,3,2,2,3,2,2,2,2,2,2
3974,3,3,4,3,3,3,4,3,3,3,3
3975,4,4,4,4,4,4,4,4,4,4,4
3976,1,1,1,1,1,1,1,1,1,1,1
3977,3,2,2,2,3,3,2,2,3,2,3
3978,3,3,3,3,3,3,3,3,3,4,3
3979,2,2,2,2,2,2,2,2,2,2,2
3980,3,4,4,3,4,3,3,3,3,3,3
3981,4,4,3,4,4,4,3,4,4,4,4
3982,4,4,4,4,4,4,4,4,4,4,4
3983,2,1,2,2,2,2,2,2,2,2,2
3984,3,3,3,3,3,4,3,3,3,4,3
3985,2,3,2,2,2,2,2,2,2,1,2
3986,4,4,4,4,4,4,4,4,4,4,4
3987,3,3,3,3,3,3,3,3,3,3,3
3988,1,2,2,1,1,2,1,1,1,1,1
3989,3,3,3,3,3,3,3,3,3,3,3
3990,1,2,1,1,1,2,2,1,2,1,1
3991,3,4,3,3,3,3,3,3,3,2,2
3992,1,1,1,1,1,1,1,1,1,1,1
3993,4,4,4,4,4,4,4,4,4,4,4
3994,2,3,2,2,2,2,2,2,2,2,2
3995,4,4,4,4,4,4,4,4,4,4,4
3996,2,3,2,3,2,2,2,2,2,2,2
3997,3,3,2,2,3,3,3,3,3,3,3
3998,3,3,3,3,3,3,3,2,3,3,3
3999,2,2,3,3,3,3,3,2,2,2,2
4000,4,4,4,4,4,4,4,4,4,4,4
4001,2,2,3,2,2,2,2,2,2,2,2
4002,1,2,2,1,1,1,1,1,1,1,1
4003,1,2,2,1,1,1,1,1,1,1,1
4004,2,2,2,2,2,2,3,2,2,2,2
4005,1,2,2,1,1,1,1,2,2,1,2
4006,3,4,3,2,2,2,3,3,2,3,3
4007,1,2,1,1,1,2,1,1,1,1,1
4008,4,4,4,4,4,4,4,4,4,4,4
4009,3,3,3,3,3,3,3,3,3,3,3
4010,1,1,2,1,1,1,1,2,1,1,1
4011,4,3,4,4,4,4,4,4,4,4,4
4012,3,3,3,4,3,4,3,4,4,4,4
4013,4,4,4,4,4,4,4,4,4,4,4
4014,3,3,3,3,3,4,3,3,3,3,3
4015,1,1,1,1,1,1,1,1,1,1,1
4016,1,1,1,1,1,1,1,1,1,1,1
4017,1,1,1,1,1,1,1,1,1,1,1
4018,1,1,1,1,1,1,1,1,1,1,1
4019,4,4,4,4,4,4,4,4,4,4,4
4020,1,2,1,1,1,2,1,2,1,1,1
4021,3,2,3,3,3,3,2,3,3,2,3
4022,1,1,2,1,1,1,1,1,1,1,1
4023,1,2,1,1,1,1,1,1,1,1,1
4024,2,2,2,2,2,1,2,2,2,2,2
4025,1,2,2,1,1,2,1,2,1,2,2
4026,4,4,4,4,4,4,4,4,4,4,4
4027,3,3,3,3,3,3,3,3,3,2,3
4028,3,2,2,3,3,1,2,3,3,3,2
4029,2,1,2,2,2,1,2,1,2,2,1
4030,1,1,1,1,1,1,1,1,1,1,1
4031,1,1,1,1,1,1,1,1,1,1,1
4032,2,1,1,2,2,2,2,2,2,1,2
4033,1,2,2,1,1,1,2,1,1,2,1
4034,3,3,4,3,3,3,3,4,3,3,3
4035,3,3,4,3,3,3,3,3,4,3,4
4036,4,4,3,4,4,4,4,4,4,4,3
4037,3,3,3,3,4,3,3,3,3,3,3
4038,2,2,3,3,2,3,2,3,2,2,2
4039,1,2,1,1,1,1,1,1,1,1,1
4040,3,4,3,3,3,3,3,3,3,3,3
4041,2,2,1,1,1,2,2,1,1,1,2
4042,1,2,2,1,1,1,2,1,1,1,1
4043,2,1,2,2,2,1,1,2,2,2,2
4044,2,2,2,2,2,2,1,1,2,1,2
4045,3,4,3,3,3,3,3,3,3,3,3
4046,3,4,3,3,3,3,4,3,3,3,4
4047,1,1,2,1,1,1,1,1,1,1,1
4048,2,2,2,2,2,2,2,2,2,2,2
4049,4,4,4,4,4,4,4,4,4,4,4
4050,2,1,2,2,2,2,2,2,2,2,2
4051,2,2,1,2,2,2,2,2,2,2,2
4052,4,4,4,4,4,4,4,4,4,4,4
4053,2,2,2,2,2,3,2,3,2,3,2
4054,4,3,4,4,4,4,3,4,3,4,4
4055,3,2,3,3,3,3,3,3,3,2,3
4056,3,3,4,4,3,4,3,2,4,4,3
4057,2,2,2,2,2,2,2,2,3,2,2
4058,3,3,3,3,2,4,2,3,3,4,3
4059,3,3,4,4,3,3,3,3,3,3,3
4060,3,4,3,3,3,3,3,3,3,3,3
4061,3,4,4,3,3,3,3,4,4,4,3
4062,1,1,1,1,1,1,1,1,1,1,1
4063,4,4,4,4,4,4,4,4,4,4,4
4064,4,3,3,3,4,3,4,4,4,3,4
4065,2,1,2,2,3,2,3,3,2,2,2
4066,2,2,1,2,2,1,2,2,2,2,2
4067,2,1,2,2,2,2,2,2,2,2,2
4068,1,1,1,1,1,1,1,1,1,1,1
4069,4,4,4,4,4,4,4,4,4,4,4
4070,4,4,3,4,4,3,4,4,4,4,4
4071,1,1,1,1,1,1,1,1,1,1,1
4072,2,2,1,2,1,2,2,2,2,1,1
4073,2,3,2,2,2,2,3,2,2,2,2
4074,1,1,1,2,2,2,2,1,2,2,2
4075,3,3,3,3,4,3,4,3,3,3,3
4076,3,4,4,3,3,3,3,3,3,3,3
4077,2,2,2,2,2,2,2,2,2,2,2
4078,4,4,4,3,4,3,4,4,4,4,4
4079,3,3,3,3,3,3,2,3,3,3,3
4080,3,3,3,3,3,4,3,3,2,4,3
4081,1,1,1,1,1,1,1,1,1,1,1
4082,3,3,2,3,3,3,3,3,2,3,3
4083,1,1,1,1,1,1,1,1,1,1,1
4084,4,4,4,4,4,4,4,4,4,4,4
4085,4,4,4,4,4,4,4,4,4,4,4
4086,1,1,1,1,1,1,1,1,1,1,1
4087,1,1,1,1,1,1,2,1,2,2,1
4088,3,4,3,3,2,2,3,3,3,3,2
4089,2,3,2,2,2,2,2,2,3,2,2
4090,4,4,4,4,4,3,4,4,3,3,4
4091,2,2,2,2,2,2,2,2,2,2,2
4092,1,1,1,1,1,1,1,1,1,1,1
4093,3,3,3,3,3,3,2,3,3,3,2
4094,1,1,1,1,1,1,1,1,1,1,1
4095,3,3,2,3,3,3,3,3,3,3,3
4096,4,4,4,4,4,4,4,4,4,4,4
4097,2,2,3,2,2,2,2,2,2,2,2
4098,3,3,3,4,4,4,4,4,4,4,4
4099,2,2,3,2,2,2,3,3,2,3,3
4100,4,4,4,4,4,4,4,4,4,4,4
4101,2,2,2,2,2,2,1,2,1,2,2
4102,4,4,3,4,4,3,4,4,4,4,4
4103,1,1,1,1,1,1,1,1,1,1,2
4104,4,3,3,4,4,4,4,4,4,4,4
4105,3,4,3,4,3,3,3,4,4,3,3
4106,4,4,4,3,3,4,4,3,4,3,4
4107,2,2,3,2,2,2,2,3,2,3,2
4108,3,3,3,3,3,2,2,2,2,2,2
4109,4,3,3,4,3,4,4,4,4,4,3
4110,1,1,1,1,1,1,1,1,1,1,1
4111,2,2,3,2,2,2,3,2,2,2,2
4112,4,4,4,4,4,4,4,4,4,4,4
4113,1,1,1,1,1,1,1,1,1,1,1
4114,1,1,1,1,1,1,1,1,1,1,1
4115,2,1,2,2,2,2,2,2,2,2,2
4116,3,4,3,3,3,3,3,3,3,2,3
4117,1,1,1,1,1,1,1,1,1,1,1
4118,2,1,3,2,2,2,2,2,2,2,2
4119,1,1,1,1,1,1,1,1,1,1,1
4120,3,2,2,3,3,3,3,3,3,2,3
4121,4,4,4,4,3,3,4,3,4,4,4
4122,1,1,1,1,1,2,1,1,1,1,1
4123,2,2,2,2,2,2,2,2,2,3,2
4124,1,2,2,1,1,2,2,1,1,2,1
4125,2,2,2,2,1,2,2,2,2,2,1
4126,2,1,2,2,2,2,2,1,2,2,1
4127,1,2,1,1,1,1,2,1,1,1,1
4128,1,1,1,1,1,1,1,1,1,1,1
4129,4,4,3,4,3,3,3,4,4,4,4
4130,4,4,4,4,4,4,4,4,4,4,4
4131,1,1,1,1,1,1,1,1,1,1,1
4132,2,3,3,2,3,2,3,2,3,2,2
4133,2,3,2,2,2,3,2,2,2,2,3
4134,1,1,1,1,1,1,1,1,1,1,1
4135,4,4,4,4,4,4,4,4,4,4,4
4136,2,1,2,3,2,3,2,2,2,2,2
4137,1,1,1,1,1,1,1,1,1,1,1
4138,1,2,1,1,1,1,2,1,1,1,2
4139,4,4,4,4,4,4,4,4,4,4,4
4140,3,1,2,3,3,3,3,2,3,3,3
4141,1,1,1,1,1,1,1,1,1,1,1
4142,1,2,2,1,1,1,1,1,1,1,1
4143,1,1,1,1,1,2,1,1,2,1,1
4144,2,2,2,2,2,2,2,2,2,2,2
4145,4,3,3,4,4,4,4,4,4,4,4
4146,2,2,2,2,2,2,2,2,2,1,2
4147,2,2,1,1,1,2,1,1,2,1,2
4148,1,2,1,1,2,1,1,2,2,1,1
4149,3,4,3,3,3,3,3,3,3,3,3
4150,2,2,2,3,3,2,3,2,2,3,2
4151,2,2,2,3,3,3,2,3,2,3,2
4152,3,3,3,3,3,3,3,3,3,3,3
4153,3,2,3,3,3,3,3,3,3,3,2
4154,2,2,2,2,2,2,2,2,2,2,1
4155,3,4,3,2,2,3,4,3,3,3,3
4156,1,1,2,2,1,1,1,1,2,2,1
4157,1,1,1,1,1,1,1,1,1,1,1
4158,4,3,4,4,4,4,4,4,4,4,4
4159,3,2,3,3,3,2,2,3,2,3,3
4160,1,2,1,1,1,1,1,1,1,1,1
4161,1,1,1,1,1,1,1,1,1,1,1
4162,4,3,3,3,4,4,3,4,4,3,4
4163,1,2,2,1,1,2,1,1,2,2,1
4164,2,2,2,2,2,2,2,2,1,2,2
4165,1,2,2,1,1,1,1,1,1,1,1
4166,3,2,3,3,3,3,3,3,3,3,3
4167,2,2,2,3,2,2,2,2,2,2,2
4168,4,4,4,4,4,4,4,4,4,4,4
4169,2,2,2,2,2,2,2,2,2,2,2
4170,1,1,1,1,1,1,1,1,1,1,1
4171,1,1,1,1,1,1,1,1,1,1,1
4172,4,3,4,4,4,4,4,4,4,4,4
4173,2,2,1,2,2,2,2,2,2,1,2
4174,4,3,3,4,4,4,3,3,3,4,4
4175,4,4,4,4,4,4,4,4,4,4,4
4176,2,2,2,1,2,1,1,2,2,2,2
4177,3,3,3,3,3,2,3,3,3,3,3
4178,3,2,4,3,3,3,3,3,3,3,3
4179,4,4,4,4,4,4,4,4,4,4,4
4180,3,2,2,3,3,2,3,3,3,3,3
4181,4,4,4,4,4,4,4,4,4,4,4
4182,2,4,3,2,2,2,3,2,2,3,2
4183,3,4,3,3,3,2,3,3,3,3,3
4184,1,2,1,1,1,1,1,1,1,1,1
4185,2,2,3,2,2,2,2,3,2,2,3
4186,4,4,4,4,4,4,4,4,4,4,4
4187,3,4,4,3,3,2,3,4,3,3,3
4188,3,2,3,3,3,4,3,4,4,4,3
4189,1,2,1,1,1,1,1,1,1,2,2
4190,1,1,1,2,2,1,1,2,2,1,1
4191,2,1,1,2,2,2,2,1,2,2,2
4192,2,3,3,2,2,2,2,2,2,2,2
4193,3,3,4,3,3,3,3,3,3,3,3
4194,1,1,1,2,1,1,1,2,1,2,1
4195,1,1,1,2,2,2,1,1,1,2,2
4196,1,1,1,1,1,1,1,1,1,1,1
4197,1,2,1,1,1,1,1,1,1,1,1
4198,4,4,4,4,4,4,4,4,4,4,4
4199,3,4,3,3,3,3,3,3,3,2,3
4200,2,2,1,2,2,2,2,2,2,2,2
4201,4,3,3,4,4,4,4,4,4,3,4
4202,4,4,4,4,4,4,4,4,4,4,4
4203,3,3,2,3,3,4,3,3,3,3,3
4204,4,3,4,4,4,4,4,4,4,4,4
4205,4,3,4,4,4,4,4,4,4,4,4
4206,1,2,1,1,1,1,1,1,1,1,1
4207,4,4,4,4,4,4,4,4,4,4,4
4208,2,3,3,2,2,2,3,2,2,3,3
4209,3,2,2,2,2,3,2,3,3,2,2
4210,4,4,4,4,4,4,4,4,4,4,4
4211,4,4,4,4,4,4,4,4,4,4,4
4212,4,4,4,4,4,4,4,4,4,4,4
4213,3,3,2,3,3,3,2,2,3,3,3
4214,1,1,1,1,1,1,1,1,1,1,1
4215,1,1,1,1,1,1,1,1,1,1,1
4216,4,3,3,4,4,4,4,4,4,4,4
4217,1,1,1,1,1,1,1,1,1,1,1
4218,4,4,4,4,4,4,4,3,4,4,4
4219,2,2,3,2,2,2,2,2,2,2,2
4220,2,2,1,1,1,1,2,2,2,2,1
4221,4,4,4,4,4,4,4,4,4,4,4
4222,1,1,2,1,1,1,1,1,1,2,1
4223,2,3,2,2,2,2,2,2,2,2,2
4224,3,3,2,3,2,3,3,3,2,3,3
4225,2,1,1,1,2,2,1,2,1,1,1
4226,2,1,3,2,2,1,1,1,2,2,2
4227,1,1,1,1,2,1,1,2,2,1,2
4228,4,4,4,3,4,3,3,4,3,4,3
4229,3,2,2,2,2,3,3,3,2,3,3
4230,2,2,2,1,2,2,2,1,2,2,1
4231,1,1,2,1,1,1,1,2,1,2,2
4232,3,3,2,3,3,3,3,3,3,3,2
4233,4,4,4,4,4,4,4,4,4,4,4
4234,1,2,2,1,1,1,1,1,1,1,1
4235,2,2,2,2,2,1,1,2,1,1,2
4236,2,3,3,2,2,2,2,2,2,2,2
4237,4,4,4,4,4,4,4,3,3,4,3
4238,3,3,3,3,4,2,3,3,3,3,3
4239,4,4,4,4,4,4,4,4,4,4,4
4240,3,3,3,3,3,3,3,3,3,3,3
4241,2,2,2,2,3,3,2,3,2,2,2
4242,2,1,3,2,3,2,2,2,2,2,2
4243,3,4,4,4,4,3,4,3,3,3,4
4244,1,1,1,1,1,1,1,1,2,1,1
4245,3,4,3,3,3,3,3,3,3,3,3
4246,1,1,1,1,1,1,1,1,1,1,1
4247,4,4,4,4,4,4,4,4,4,4,4
4248,4,4,3,4,4,3,4,4,4,3,3
4249,1,1,1,1,1,1,1,1,1,1,1
4250,2,2,1,2,1,2,2,1,2,2,2
4251,4,4,4,4,4,3,3,4,4,4,3
4252,2,2,3,2,2,2,2,2,2,2,2
4253,2,2,3,2,3,2,2,3,2,2,2
4254,2,1,2,2,2,2,2,2,2,2,3
4255,3,4,3,3,3,3,3,3,3,4,3
4256,2,3,3,3,2,3,3,2,3,3,2
4257,4,4,4,4,4,4,4,4,4,4,4
4258,4,4,4,4,4,4,4,4,4,4,4
4259,1,1,1,1,1,1,1,1,1,1,1
4260,2,2,2,2,2,2,2,2,2,2,2
4261,1,1,1,1,1,1,1,1,1,1,1
4262,2,2,2,2,3,2,3,2,3,2,2
4263,1,1,1,1,1,2,1,1,2,1,2
4264,2,2,2,3,2,2,3,2,2,2,3
4265,4,4,4,4,4,4,4,4,4,4,4
4266,4,3,4,3,3,3,4,4,3,3,3
4267,4,4,4,4,4,4,4,4,4,4,4
4268,1,1,1,1,1,1,1,2,1,1,1
4269,2,3,2,2,2,2,2,2,2,2,2
4270,3,4,3,3,4,4,3,4,4,3,4
4271,1,1,2,1,1,1,1,1,1,1,1
4272,3,2,3,3,3,2,3,2,3,2,3
4273,3,3,2,3,2,3,3,3,3,3,3
4274,2,1,1,2,2,2,2,2,2,1,2
4275,3,3,3,3,3,3,3,3,3,3,3
4276,3,2,4,4,3,4,3,3,4,3,3
4277,1,1,1,1,1,1,1,1,1,1,1
4278,2,3,3,3,2,3,2,2,3,2,3
4279,3,1,3,3,2,2,2,3,3,3,3
4280,1,1,1,1,1,1,1,1,1,1,1
4281,3,3,3,2,3,2,3,3,3,3,3
4282,1,1,1,1,1,1,1,1,1,1,1
4283,1,2,1,1,1,1,1,1,1,1,1
4284,2,1,1,2,2,2,1,2,1,2,2
4285,3,3,3,3,3,3,3,3,3,3,2
4286,1,1,1,1,1,1,1,1,1,1,1
4287,2,4,2,2,2,2,2,2,2,2,1
4288,3,3,3,3,4,3,3,3,3,3,4
4289,1,1,1,1,1,1,1,1,1,1,1
4290,2,1,3,2,2,2,2,2,2,2,2
4291,3,3,3,3,3,3,3,3,3,3,3
4292,3,3,4,3,3,4,3,3,4,3,3
4293,3,3,3,3,3,2,3,3,3,3,3
4294,4,4,4,4,4,4,4,4,4,4,4
4295,1,1,1,1,1,1,1,1,1,1,1
4296,3,2,2,3,3,2,3,3,3,3,2
4297,1,1,1,1,1,1,1,1,1,1,1
4298,4,3,3,4,4,4,4,4,4,4,4
4299,3,3,3,3,3,4,3,3,3,3,3
4300,3,2,3,2,3,2,3,2,3,3,3
4301,2,2,2,2,2,3,2,2,2,2,2
4302,4,4,4,4,4,4,4,4,4,4,4
4303,3,4,4,3,3,2,3,3,3,3,3
4304,4,4,3,4,3,4,4,4,4,4,4
4305,1,1,1,1,1,2,2,2,1,1,2
4306,3,4,3,3,3,3,4,4,3,4,3
4307,3,2,3,3,2,2,2,2,3,2,3
4308,3,3,3,4,4,2,3,3,3,4,3
4309,1,1,1,1,1,1,1,1,1,1,1
4310,3,4,3,4,4,4,3,3,2,3,3
4311,4,4,4,4,4,4,4,4,4,4,4
4312,1,1,1,1,1,1,1,1,1,1,1
4313,1,1,1,1,1,1,1,1,1,1,1
4314,3,3,3,3,3,3,3,2,3,3,3
4315,4,4,4,4,4,4,4,4,4,4,4
4316,3,3,3,4,3,4,3,3,3,4,3
4317,1,1,1,1,1,1,1,1,1,1,1
4318,4,4,3,4,3,3,4,4,3,3,4
4319,4,4,4,4,4,4,4,4,4,4,4
4320,3,2,2,2,2,3,3,3,3,3,3
4321,2,2,2,2,2,2,2,2,2,2,2
4322,4,4,4,4,4,4,4,4,4,4,4
4323,2,1,2,2,1,2,2,1,2,2,2
4324,4,4,4,4,4,4,4,4,4,4,4
4325,1,1,1,1,1,1,1,1,1,1,1
4326,1,2,2,1,1,1,2,1,1,1,1
4327,3,2,4,3,2,3,3,3,3,3,3
4328,3,2,3,3,3,3,3,3,3,4,3
4329,3,3,3,4,3,3,4,3,3,4,3
4330,1,1,2,1,2,1,1,1,1,1,2
4331,2,2,2,2,2,2,1,2,2,1,2
4332,4,3,3,3,3,3,3,3,3,4,3
4333,2,2,2,1,2,1,2,2,1,2,1
4334,4,4,4,4,4,4,4,4,4,4,4
4335,2,4,2,3,3,2,3,2,2,3,2
4336,3,2,3,3,3,3,4,2,3,3,3
4337,4,4,4,4,4,4,4,4,4,4,4
4338,3,2,2,2,3,2,2,3,3,3,2
4339,4,3,4,4,4,4,4,4,4,4,4
4340,1,2,1,1,1,1,2,1,1,1,1
4341,1,2,2,1,1,1,1,1,1,1,1
4342,2,1,3,2,2,2,2,2,2,2,2
4343,4,4,4,4,4,4,4,4,4,4,4
4344,2,2,2,2,2,2,2,3,3,2,2
4345,4,4,4,4,4,4,4,4,4,4,4
4346,2,2,2,2,2,2,2,2,2,2,2
4347,2,1,2,1,2,2,2,2,1,2,2
4348,3,4,3,4,4,4,4,3,4,3,4
4349,2,3,2,2,2,1,2,2,2,2,2
4350,3,3,3,3,3,3,3,2,3,3,3
4351,4,4,4,4,4,4,4,4,4,4,4
4352,4,4,4,4,4,4,4,4,4,4,4
4353,4,4,4,4,4,4,4,4,4,4,3
4354,4,4,3,4,4,4,4,4,4,4,4
4355,1,1,1,1,1,1,1,1,1,1,1
4356,1,1,1,1,1,1,1,1,1,1,1
4357,4,3,3,3,4,3,4,4,4,3,4
4358,4,4,4,4,4,4,4,4,4,4,4
4359,3,4,3,3,2,2,3,3,3,3,3
4360,3,2,3,3,3,3,3,3,3,3,3
4361,1,1,1,1,1,1,1,1,1,1,1
4362,4,4,3,3,3,4,3,4,3,3,3
4363,2,2,2,2,2,2,2,2,2,2,2
4364,3,2,4,3,3,3,3,3,3,3,3
4365,1,1,1,1,1,2,1,1,1,1,2
4366,1,1,1,1,1,1,1,1,1,1,1
4367,1,1,1,1,1,1,1,1,1,1,1
4368,4,3,3,4,4,4,4,4,4,3,4
4369,1,2,1,1,1,1,2,1,1,1,1
4370,1,1,1,1,1,2,1,1,1,1,1
4371,2,2,3,2,2,2,2,2,2,2,3
4372,1,1,1,1,1,1,1,1,1,1,1
4373,4,4,4,4,3,4,4,4,4,4,4
4374,2,1,2,2,2,2,2,2,2,2,2
4375,3,3,2,3,3,3,3,3,3,3,3
4376,4,4,4,4,4,4,4,4,4,4,4
4377,4,4,4,4,4,4,4,4,4,4,4
4378,3,3,3,3,3,4,3,3,3,3,3
4379,1,1,1,1,1,1,1,1,1,1,1
4380,3,4,3,3,3,3,3,3,3,2,3
4381,2,2,1,2,3,2,3,2,2,3,2
4382,2,3,3,3,3,3,2,3,2,2,3
4383,2,2,2,2,2,2,2,2,2,3,3
4384,4,4,4,4,4,4,4,4,4,4,4
4385,3,4,4,3,3,4,3,3,3,3,3
4386,4,4,4,4,4,4,4,4,4,4,4
4387,3,4,3,3,3,3,3,3,3,3,3
4388,4,4,4,4,4,4,4,4,4,4,4
4389,4,4,4,4,4,4,4,4,4,4,3
4390,1,1,1,1,1,1,1,1,1,1,1
4391,2,2,2,2,2,2,2,2,2,2,2
4392,2,2,2,2,3,2,2,2,2,2,3
4393,1,1,1,1,1,2,1,1,1,1,1
4394,3,4,3,3,4,3,3,3,3,3,3
4395,4,4,3,4,4,3,4,4,3,4,3
4396,4,4,4,4,4,4,4,4,4,4,4
4397,1,1,1,1,1,1,1,1,1,1,1
4398,2,2,2,2,2,2,2,2,2,2,2
4399,4,4,4,4,3,3,3,4,3,4,4
4400,4,2,3,3,3,3,3,3,4,3,4
4401,2,1,1,1,1,1,2,1,1,1,1
4402,1,2,1,1,1,1,1,1,1,1,1
4403,4,4,4,4,4,4,4,4,4,4,4
4404,1,1,1,1,1,1,1,1,1,2,1
4405,1,2,2,1,1,1,1,1,1,1,1
4406,3,4,3,3,3,3,3,3,3,3,3
4407,1,1,1,1,1,1,1,1,1,1,1
4408,2,1,1,1,1,1,1,1,1,1,1
4409,4,4,4,4,4,4,4,4,4,3,4
4410,3,3,2,3,3,2,3,3,3,3,3
4411,3,1,3,3,3,3,3,3,3,2,3
4412,3,4,3,3,3,2,2,3,3,3,3
4413,1,2,2,1,2,1,2,1,1,2,1
4414,1,2,1,1,1,2,1,1,1,1,1
4415,2,1,2,3,2,3,2,2,2,2,2
4416,2,3,2,2,2,2,2,2,2,2,2
4417,1,2,2,1,1,1,1,1,1,1,1
4418,4,4,4,4,4,4,4,4,4,4,4
4419,4,4,3,4,4,4,4,4,4,3,4
4420,3,2,2,3,3,3,3,3,3,3,2
4421,1,1,1,1,1,1,1,1,1,1,1
4422,1,1,2,1,1,1,1,1,1,1,1
4423,4,3,3,4,4,4,4,4,4,4,4
4424,4,4,4,4,4,4,4,4,4,4,4
4425,1,1,1,1,1,1,1,2,1,1,1
4426,4,2,3,4,4,4,3,4,3,3,4
4427,4,3,4,3,4,4,3,4,4,4,3
4428,3,3,3,2,3,2,3,3,3,4,2
4429,4,4,4,4,4,4,4,4,4,4,4
4430,1,1,1,1,1,1,1,1,1,1,1
4431,2,2,1,1,1,2,2,1,1,2,2
4432,4,4,4,4,4,3,4,4,4,4,4
4433,4,4,4,4,3,4,4,4,4,4,4
4434,1,1,1,1,1,2,1,1,1,1,1
4435,2,2,2,3,2,4,2,2,3,2,2
4436,1,1,1,1,1,1,1,1,1,1,1
4437,4,3,4,3,4,4,4,4,3,4,4
4438,2,3,3,3,2,2,2,2,2,3,2
4439,3,3,3,3,2,3,3,3,3,3,3
4440,4,3,4,4,4,4,4,4,4,3,4
4441,2,2,2,2,2,1,2,2,2,2,2
4442,4,4,4,4,4,4,4,4,4,4,4
4443,2,3,2,2,2,2,2,3,2,2,3
4444,4,3,3,4,4,4,4,3,4,3,4
4445,2,2,1,2,2,2,2,2,2,2,2
4446,4,4,4,4,4,4,4,4,4,4,4
4447,2,2,2,2,2,2,2,2,2,1,2
4448,4,4,4,4,4,4,4,4,4,4,4
4449,1,1,1,1,1,1,1,1,2,1,1
4450,1,1,1,1,1,1,1,1,1,1,1
4451,4,4,4,4,4,4,4,4,4,4,4
4452,2,3,2,3,2,3,3,2,3,3,3
4453,1,1,1,1,1,1,1,1,1,1,1
4454,1,2,1,1,1,1,1,1,2,1,1
4455,3,3,3,3,3,3,3,3,3,3,3
4456,3,3,2,4,3,3,3,3,3,3,3
4457,4,4,4,4,4,4,4,4,4,4,4
4458,4,3,4,4,4,3,4,4,4,4,4
4459,2,2,1,2,1,2,2,1,1,2,2
4460,3,2,3,3,3,3,3,3,3,3,3
4461,3,4,4,3,3,3,3,3,3,3,3
4462,4,3,4,4,4,4,3,4,4,4,4
